,year,transmission,selling_price,engine,max_power,torque
905,2011,1,315000,1197,255,19
906,2014,0,1600000,1968,81,303
907,2013,1,409999,1364,219,144
909,2013,1,340000,1197,265,37
910,2015,1,270000,814,189,407
911,2017,1,280000,1248,242,174
912,2012,1,130000,1248,242,174
913,2014,1,260000,814,189,407
914,2018,1,710000,1186,241,170
915,2013,1,204999,1196,235,5
916,2017,1,300000,1198,218,10
917,2009,1,180000,1248,239,178
918,2016,1,700000,1493,0,241
919,2012,1,320000,1396,295,224
920,2020,1,370000,796,180,400
921,2018,1,340000,799,186,405
922,2019,1,1040000,1462,8,99
923,2018,1,750000,1396,291,218
924,2018,1,600000,2179,45,284
925,2016,1,550000,2523,205,160
926,2013,1,600000,2494,2,191
927,2017,1,550000,1047,228,106
928,2015,1,750000,1498,311,193
929,2019,1,450000,1086,223,440
930,2012,1,400000,1248,291,193
931,2016,1,520000,1248,242,178
932,2013,1,199000,998,222,424
933,2012,1,150000,936,194,123
934,2016,1,540000,1396,290,218
935,2011,1,250000,1248,292,193
936,2010,1,200000,1061,218,415
937,2011,1,130000,1396,228,106
938,2007,1,90000,796,170,388
939,2012,1,450000,1582,60,274
940,2009,1,280000,1493,28,250
941,2007,1,280000,2956,71,302
942,2006,1,120000,993,200,411
943,2008,1,290000,1248,246,178
944,2019,1,1000000,1396,289,221
945,2012,1,415000,1248,239,178
946,2012,1,415000,1248,242,178
947,2015,1,240000,936,191,109
948,2010,1,250000,1248,246,175
949,2011,1,175000,1399,223,139
950,2008,1,220000,1493,28,250
951,2003,1,85000,1527,195,409
952,2019,1,675000,1197,259,41
953,2016,1,535000,1461,271,193
954,2019,1,675000,999,233,434
955,2016,1,800000,1248,287,193
956,2012,1,425000,1248,292,193
957,2011,1,150000,1196,235,5
958,2007,1,90000,1061,208,415
959,2015,1,850000,2179,74,311
960,2008,1,330000,2494,5,187
961,2017,1,850000,1396,290,221
962,2008,1,305000,2523,205,157
963,2013,1,910000,2494,0,191
964,2012,1,1100000,2494,5,187
965,2019,0,675000,1197,268,55
966,2010,1,150000,796,178,398
967,2015,1,550000,1248,242,178
968,2012,1,350000,1598,14,260
969,2012,1,300000,1248,240,178
970,2018,0,1745000,2755,116,328
971,2014,1,611000,2523,246,190
972,2016,1,400000,1198,283,16
973,2013,1,700000,1582,58,271
974,2013,1,300000,1248,249,200
975,2005,1,65000,1341,267,53
976,2011,1,200000,998,222,424
977,2015,1,650000,1396,290,221
978,2015,1,650000,1396,290,221
979,2013,1,350000,1199,239,161
980,2011,1,75000,1396,183,416
981,2010,1,240000,1298,278,50
982,2013,1,240000,998,222,424
983,2011,1,180000,1248,246,175
984,2014,0,900000,2199,141,363
985,2014,1,425000,2523,205,162
986,2009,1,95000,995,203,422
987,2018,1,811000,1248,243,178
988,2018,1,1100000,1591,49,127
989,2013,1,600000,2499,234,147
990,2014,1,550000,1248,291,193
991,2015,1,715000,2179,45,284
993,2006,1,100000,1405,230,79
994,2013,1,500000,2523,246,190
995,2013,1,350000,998,219,424
996,2008,1,100000,1405,203,62
997,2012,1,325000,2179,69,302
998,2012,1,220000,998,222,424
999,1999,1,55000,796,170,388
1000,2016,1,330000,799,186,405
1001,2014,1,480000,2523,204,182
1002,2018,1,950000,1248,287,193
1003,2011,1,300000,1493,28,239
1004,2006,1,170000,1599,8,103
1005,2013,1,850000,2494,2,191
1006,2019,1,900000,1047,228,106
1007,2015,1,1325000,2494,3,188
1008,2012,1,350000,1399,218,139
1009,2012,1,425000,1399,223,139
1010,2016,1,600000,1498,318,212
1011,2014,1,750000,1498,294,198
1012,2012,1,450000,1399,218,139
1013,2010,1,325000,1498,318,211
1014,2013,1,900000,2179,74,311
1016,2013,1,600000,1498,310,199
1017,2019,1,1100000,1591,49,127
1018,2017,1,520000,1199,274,49
1019,2015,1,885000,2179,45,284
1020,2018,0,950000,1497,25,278
1021,2008,1,229999,1497,42,116
1022,2013,1,409999,1248,240,178
1023,2011,1,300000,1399,223,135
1024,2008,1,175000,1405,223,100
1025,2000,1,108000,796,178,398
1026,2017,1,425000,998,219,424
1027,2011,1,272000,1991,55,296
1028,2013,1,310000,1086,224,436
1029,2017,1,1125000,1396,289,221
1030,2014,1,450000,1197,261,35
1031,2011,1,388000,1199,239,161
1032,2011,1,400000,1599,8,102
1033,2015,1,760000,1498,311,193
1034,2009,1,120000,796,178,398
1035,2019,1,757000,1248,243,178
1036,2015,1,270000,796,180,400
1037,2011,1,250000,2179,44,261
1038,2011,1,800000,2494,5,187
1039,2014,1,1380000,2982,109,318
1040,2014,1,700000,2498,19,248
1041,2016,1,450000,1498,311,193
1042,2018,1,650000,1198,262,54
1043,2013,1,950000,2179,74,311
1044,2007,1,626000,2494,5,187
1046,2019,0,600000,1197,259,41
1047,2019,1,290000,799,186,405
1048,2013,1,215000,998,222,424
1049,2016,1,250000,799,186,405
1050,2017,1,750000,1248,287,193
1051,2016,1,250000,998,220,424
1052,2017,0,950000,1497,40,115
1053,2018,1,793000,1498,317,212
1054,2015,1,750000,1582,57,275
1055,2017,0,725000,1199,289,31
1056,2016,1,480000,1120,230,137
1057,2013,0,3750000,2993,155,383
1058,2018,1,795000,1197,259,41
1059,2016,1,625000,1199,289,31
1060,2016,0,2900000,2143,150,375
1061,2017,0,625000,1248,242,178
1062,2011,0,440000,1991,83,309
1063,2018,1,1400000,1798,69,150
1064,2017,0,1450000,1794,71,150
1065,2017,0,2700000,2143,67,292
1066,2019,0,1925000,2755,116,328
1067,2020,0,1900000,1493,33,268
1068,2017,1,844999,1248,287,193
1069,2016,0,650000,1498,13,260
1070,2018,1,750000,1197,259,41
1071,2018,0,6000000,2993,160,396
1072,2015,1,610000,1199,289,31
1073,2018,0,2940000,2755,118,365
1074,2017,1,1150000,1582,57,275
1075,2016,0,1825000,2755,116,328
1076,2018,0,890000,1197,261,58
1153,2017,1,385000,1396,229,106
1154,2016,0,400000,998,219,424
1155,2018,1,550000,1186,241,170
1156,2010,1,270000,2499,255,186
1157,2013,1,200000,1396,228,95
1158,2016,1,310000,799,186,405
1159,2019,1,700000,1186,241,171
1160,2015,1,480000,1248,242,175
1161,2005,1,90000,796,178,398
1162,2005,1,80000,796,178,398
1163,2015,1,350000,1248,240,178
1164,2017,1,600000,1248,287,193
1165,2011,1,350000,2179,35,281
1166,2018,1,770000,1248,287,193
1167,2012,1,350000,1461,213,139
1168,2011,1,600000,2179,45,287
1169,2016,1,750000,1493,0,241
1170,2016,1,340000,998,219,424
1171,2018,1,650000,1197,261,47
1172,2014,1,300000,1197,253,33
1173,2014,1,204999,796,180,400
1174,2012,1,254999,1461,213,139
1175,2017,1,650000,1196,283,34
1176,2017,1,280000,814,189,407
1177,2011,1,100000,1396,187,412
1178,2014,1,575000,2499,234,147
1179,2017,1,780000,1248,287,193
1180,2013,1,467000,2523,204,182
1181,2015,1,1050000,2179,45,284
1182,2011,1,225000,1086,224,436
1186,2012,1,260000,1461,213,139
1187,2009,1,90000,995,205,420
1188,2012,1,280000,1399,223,139
1189,2014,1,350000,1461,213,139
1190,2006,1,229999,2179,45,287
1191,2016,1,550000,2523,205,160
1192,2013,1,850000,2494,0,191
1193,2011,1,370000,2523,205,157
1194,2013,1,250000,998,222,424
1195,2007,1,95000,796,178,398
1196,2010,1,180000,1061,218,415
1197,2016,0,650000,1493,0,241
1198,2018,1,530000,1186,241,171
1199,2017,1,610000,1197,259,41
1201,2010,1,265000,2498,31,277
1202,2018,1,560000,1199,274,49
1203,2014,1,430000,2523,204,182
1204,2017,1,711000,1248,243,178
1205,2015,1,511000,1197,270,55
1206,2012,1,450000,2523,204,182
1207,2015,1,325000,1193,289,105
1208,2013,1,434999,1461,276,196
1209,2010,1,210000,1399,223,139
1211,2007,1,160000,1586,18,112
1212,2017,1,650000,1373,296,85
1214,2014,1,320000,1197,260,48
1215,2017,1,290000,999,218,426
1217,2013,1,80000,624,171,380
1218,2017,1,1100000,2179,84,300
1219,2015,1,600000,1248,287,193
1220,2017,1,340000,799,186,405
1221,2014,1,750000,2494,3,191
1222,2006,1,100000,796,178,398
1223,2019,1,395000,799,186,405
1224,2010,1,200000,1061,218,415
1225,2019,1,450000,1196,202,417
1226,2012,1,180000,1390,246,26
1227,2008,1,190000,2523,205,157
1228,2015,1,310000,1196,235,5
1229,2014,1,351000,1248,240,178
1230,2006,1,190000,1599,15,119
1231,2015,1,225000,814,189,407
1232,2012,1,130000,995,204,422
1233,2018,1,1000000,1248,288,193
1234,2004,1,55000,1405,203,62
1235,2014,1,330000,1199,263,14
1236,2013,1,166000,796,167,388
1237,2013,1,200000,2498,31,277
1238,2011,1,140000,998,222,424
1239,2017,1,370000,1196,202,417
1240,2019,0,720000,1197,261,58
1241,2015,1,500000,1396,290,218
1242,2019,1,570000,1197,261,36
1243,2010,1,210000,1197,278,50
1244,2009,1,120000,796,178,398
1245,2005,1,95000,1341,267,53
1246,2010,0,196000,1197,253,33
1247,2016,1,392000,1196,235,5
1248,2010,1,150000,1368,295,57
1249,2017,1,595000,1497,40,115
1250,2018,0,833000,1248,287,193
1251,2011,1,280000,1248,242,178
1252,2003,1,35000,796,170,388
1253,2009,1,180000,1248,239,43
1254,2012,1,225000,998,222,424
1255,2012,0,1400000,2143,112,346
1256,2009,1,340000,1396,295,224
1257,2010,1,550000,2494,5,187
1258,2017,1,400000,998,219,424
1259,2006,1,90000,1341,267,53
1260,2015,1,650000,1248,287,193
1261,2012,1,730000,2494,0,191
1262,2010,1,125000,1150,244,29
1263,2006,1,81000,1341,267,53
1264,2007,1,170000,1298,286,21
1265,2002,1,81000,1493,0,78
1266,2005,1,95000,796,178,398
1267,2010,1,55000,624,168,371
1268,2017,1,880000,1461,25,245
1269,2015,1,200000,799,186,405
1270,2019,1,480000,1197,259,41
1271,2013,1,480000,2523,204,183
1272,2018,1,700000,1197,260,48
1273,2016,1,850000,1498,311,193
1274,2012,1,300000,1396,230,106
1275,2017,1,650000,1197,260,48
1276,2010,1,220000,1197,279,50
1277,2014,1,300000,1405,229,95
1278,2014,1,450000,1248,242,178
1279,2014,1,400000,1248,242,178
1280,2018,1,1030000,1248,287,193
1281,2010,1,190000,1248,295,192
1282,2006,1,140000,1388,223,135
1283,2018,1,800000,1396,291,218
1284,2007,1,229999,2609,45,287
1285,2011,1,300000,2179,69,302
1286,2011,1,375000,1598,14,260
1287,2010,1,140000,1199,254,15
1288,2004,1,60000,796,178,398
1289,2014,1,420000,1120,232,159
1290,2012,1,300000,1461,207,139
1291,2012,1,150000,1248,242,174
1292,2015,1,600000,1498,310,199
1293,2011,1,204999,1399,223,139
1294,2017,1,625000,1186,241,171
1295,2011,1,280000,1248,298,202
1296,2014,0,1050000,2199,141,363
1297,2009,1,250000,1598,6,120
1298,2010,1,535000,2179,71,302
1299,2009,0,400000,2354,125,228
1300,2019,0,610000,1197,259,41
1301,2014,1,509999,1248,242,178
1302,2014,1,521000,2179,71,302
1303,2014,1,511000,1248,242,178
1304,2014,1,451000,1396,290,221
1305,2009,1,170000,1197,253,33
1306,2013,1,450000,1248,242,178
1307,2011,1,375000,1497,42,116
1308,2016,1,305000,796,180,400
1309,2016,1,315000,799,186,405
1310,2016,1,250000,1248,242,175
1311,2012,1,200000,1399,223,139
1313,2012,1,400000,1461,23,249
1314,2014,1,509999,1248,242,178
1315,2008,1,375000,1799,62,149
1316,2005,1,150000,998,222,424
1317,2006,0,75000,998,222,424
1318,2015,1,465000,1396,21,92
1319,2019,1,700000,1186,241,170
1320,2015,1,950000,1997,45,284
1321,2017,1,610000,1197,260,48
1323,2014,1,235000,796,180,400
1324,2017,1,330000,1196,235,5
1325,2014,1,472000,1461,271,194
1326,2019,1,585000,1197,259,41
1327,2018,1,500000,909,177,435
1328,2019,1,360000,998,220,424
1329,2016,1,649000,1248,242,178
1330,2017,1,200000,796,167,388
1332,2014,1,400000,1120,230,137
1333,2015,1,250000,793,179,73
1334,2018,1,1200000,1497,48,294
1335,2009,1,250000,1248,246,178
1336,2013,1,819999,2494,3,188
1337,2014,1,800000,2179,74,311
1338,2013,1,429000,999,54,142
1339,2010,1,150000,1086,204,431
1341,2012,1,170000,936,194,123
1344,2013,1,360000,1461,23,249
1345,2018,1,570000,1186,241,171
1346,2012,1,350000,1461,23,249
1348,2017,1,700000,1373,296,85
1349,2012,1,375000,1461,23,249
1350,2019,1,450000,1196,202,417
1351,2013,1,325000,1396,291,219
1352,2011,1,260000,1598,14,260
1353,2009,1,130000,796,178,398
1354,2008,1,150000,2179,71,302
1355,2014,1,220000,1086,204,431
1356,2014,1,275000,1197,253,32
1357,2017,1,455000,1248,242,178
1358,2017,1,570000,1197,260,48
1359,2013,1,330000,1598,14,260
1360,2018,1,1576000,2393,82,317
1361,2012,1,450000,1248,292,193
1362,2014,1,250000,814,189,407
1363,2010,1,165000,1197,253,33
1364,2013,0,800000,2696,131,355
1365,2018,1,680000,1199,289,31
1366,2017,0,525000,1199,274,49
1367,2016,1,825000,1497,36,118
1368,2017,1,750000,1248,287,193
1369,2017,1,950000,2179,45,284
1370,2017,1,950000,2179,45,284
1371,2017,1,675000,1396,295,224
1372,2019,1,490000,1199,275,39
1373,2018,1,775000,1493,0,241
1374,2009,1,350000,1497,42,116
1375,2016,1,475000,1198,283,16
1376,2017,1,950000,2179,45,284
1377,2010,1,350000,1497,40,115
1378,2016,1,400000,998,220,424
1379,2001,1,75000,796,170,388
1380,2017,1,850000,1498,294,198
1381,2008,1,175000,998,222,424
1382,2014,1,570000,2523,204,182
1383,2013,1,525000,1461,23,249
1384,2012,1,270000,1197,253,32
1385,2019,1,434999,1086,225,437
1386,2015,1,495000,1197,260,48
1387,2016,1,575000,1396,290,221
1388,2017,1,600000,1197,261,36
1389,2015,1,700000,1591,52,130
1390,2014,1,560000,1498,311,193
1392,2005,1,250000,2523,205,157
1393,2013,1,409999,1598,12,129
1394,2016,1,495000,1461,270,193
1395,2014,1,470000,1197,261,47
1396,2013,1,350000,1498,312,193
1397,2020,1,1560000,2393,81,317
1398,2015,1,480000,1199,289,31
1399,2013,1,270000,1364,219,144
1400,2018,1,660000,1498,245,208
1401,2017,0,490000,1197,259,41
1402,2017,1,800000,1248,287,193
1403,2011,1,350000,1498,308,89
1404,2011,1,170000,1399,223,135
1405,2011,1,125000,1248,246,166
1406,2012,1,400000,1248,239,178
1407,2011,1,250000,1498,308,89
1408,2010,1,190000,1248,298,202
1409,2010,1,125000,796,178,398
1410,2017,1,1950000,1956,112,324
1411,2011,0,1300000,1968,106,324
1412,2010,1,786000,2494,5,187
1413,2015,1,335000,998,219,424
1414,2009,1,114999,1061,218,415
1415,2012,1,229999,1199,239,161
1416,2017,1,731000,1396,290,221
1417,2012,1,395000,1582,60,274
1418,2015,1,500000,1248,242,178
1419,2014,1,220000,814,189,407
1420,2013,1,240000,1399,226,139
1421,2010,1,215000,1396,295,224
1422,2012,1,400000,1248,242,178
1423,2012,1,191000,998,222,424
1424,2013,1,351000,2498,31,277
1425,2015,0,250000,624,171,381
1426,2009,1,210000,1493,28,250
1427,2011,1,300000,1496,289,88
1428,2017,1,700000,1498,317,212
1429,2010,1,500000,1991,88,297
1430,2002,1,120000,796,170,388
1431,2019,1,850000,1396,291,231
1433,2017,1,770000,1498,311,193
1434,2007,1,245000,1799,62,149
1435,2012,1,250000,998,222,424
1436,2016,1,651000,1396,291,218
1437,2013,1,480000,1497,36,118
1438,2015,1,470000,1248,242,178
1439,2016,1,500000,1498,311,193
1440,2011,0,1075000,1998,139,352
1441,2016,1,690000,1248,287,193
1444,2018,1,480000,1197,259,41
1445,2013,1,450000,1248,242,178
1447,2015,1,445000,1498,245,208
1448,2018,1,700000,1197,260,48
1449,2014,1,560000,1248,292,193
1450,2013,1,475000,1498,315,210
1451,2014,1,465000,1498,312,193
1452,2017,1,520000,1248,242,178
1453,2011,1,225000,1368,295,57
1454,2015,1,700000,1373,302,85
1456,2006,1,93150,1497,251,66
1457,2016,1,403000,1493,0,241
1458,2009,1,229999,1086,224,436
1459,2016,1,525000,1248,242,178
1460,2014,1,560000,1373,302,85
1461,2020,1,830000,2179,90,331
1462,2011,1,250000,1248,239,43
1463,2014,1,450000,2523,205,160
1464,2016,1,745000,1997,45,284
1465,2010,1,144000,1399,223,139
1466,2008,1,120000,1061,208,415
1467,2008,1,300000,2179,71,302
1468,1999,1,52000,796,170,388
1469,2003,1,300000,2179,45,287
1470,2009,1,270000,2523,205,157
1471,2014,1,260000,1248,242,175
1472,2015,1,475000,1364,220,144
1473,2011,1,302000,1399,223,139
1474,1994,1,45000,796,170,388
1475,2017,1,775000,1248,287,193
1476,2015,1,700000,1248,291,193
1477,2014,1,530000,1248,242,178
1478,2017,1,869999,1497,25,278
1479,2006,1,155000,1991,32,276
1480,2019,0,550000,1199,273,49
1481,2016,1,600000,1248,242,178
1482,2012,1,430000,1248,239,178
1483,2010,1,246000,1248,295,192
1484,2003,1,120000,993,200,411
1485,2014,1,565000,1197,260,48
1486,2018,1,850000,1396,291,231
1487,2006,1,160000,796,178,398
1488,2014,1,325000,1248,246,185
1489,2011,1,450000,2179,45,287
1490,2015,1,310000,1086,224,436
1491,2013,1,250000,1498,311,193
1492,2015,1,420000,1248,242,178
1493,2013,0,330000,1396,311,96
1494,2015,1,405000,1197,259,41
1495,2013,1,400000,2523,204,182
1496,2010,0,409999,1497,36,118
1497,2013,1,500000,2523,204,182
1498,2011,1,590000,2179,74,311
1500,2007,1,135000,1086,224,436
1501,2004,1,70000,998,222,424
1502,2004,1,45000,796,170,388
1503,2018,1,650000,1248,243,178
1504,2018,1,400000,998,219,424
1505,2017,1,350000,998,220,424
1506,2017,1,550000,1186,241,170
1507,2016,1,350000,998,219,424
1508,2015,1,459999,1248,242,178
1509,2012,1,185000,796,178,398
1510,2013,1,550000,1199,239,161
1511,2012,1,300000,998,197,408
1513,2011,1,900000,2494,5,187
1514,2016,1,900000,1498,311,193
1515,2012,1,550000,2523,204,183
1516,2018,1,625000,1197,268,55
1517,2017,1,310000,796,180,400
1518,2017,1,500000,1248,242,178
1519,2016,1,610000,1120,230,137
1520,2012,1,150000,1396,228,95
1521,2015,1,480000,1120,231,159
1522,2017,1,650000,1197,260,48
1523,2012,1,290000,1396,295,224
1524,2017,1,300000,796,180,400
1525,2010,1,270000,1248,239,178
1526,2015,1,400000,1120,231,159
1527,2015,1,280000,796,180,400
1528,2009,1,250000,1298,278,50
1529,2012,1,495000,1248,239,178
1530,2018,0,3250000,3198,143,369
1531,2019,1,700000,1199,291,31
1532,2013,1,310000,1396,228,106
1533,2017,1,650000,1461,271,193
1534,2015,0,600000,1199,289,31
1535,2009,1,150000,2179,71,302
1536,2009,1,135000,1390,246,60
1537,2014,1,650000,1248,242,178
1538,2012,1,550000,1497,36,118
1539,2017,1,650000,1248,243,178
1540,2018,0,2900000,2755,118,365
1541,2017,1,450000,1198,283,16
1542,2015,1,650000,1373,296,85
1543,2017,1,430000,1197,261,35
1544,2017,0,1143000,1582,57,275
1545,2019,0,700000,1197,259,41
1546,2011,1,229999,1197,279,50
1547,2017,1,509999,1493,0,241
1548,2016,1,670000,1499,29,108
1549,2019,0,525000,1199,273,49
1550,2016,1,515000,1461,271,193
1551,2020,1,630000,1197,259,41
1552,2019,1,270000,799,188,405
1553,2016,1,300000,796,180,400
1554,2012,1,250000,2489,307,226
1555,2005,1,90000,796,178,398
1556,2017,1,750000,1248,287,193
1557,2009,1,135000,1061,218,415
1558,2013,1,275000,1196,235,5
1559,2018,1,740000,1198,25,143
1565,2018,1,1000000,1496,21,107
1566,2018,1,1000000,1496,21,107
1567,2019,1,550000,1197,261,35
1568,2016,1,600000,1197,259,41
1569,2016,0,675000,1598,13,129
1570,2019,1,950000,1498,17,110
1571,2017,1,850000,1497,40,115
1573,2012,0,550000,1794,71,150
1574,2018,1,925000,1248,287,193
1575,2015,0,625000,1499,28,108
1576,2014,1,200000,796,180,400
1577,2014,0,635000,1497,40,115
1579,2014,1,425000,1248,290,193
1580,2011,1,220000,998,222,424
1581,2018,1,590000,1197,261,36
1582,2017,1,775000,2498,19,248
1583,2015,1,350000,1197,279,50
1584,2018,1,575000,1197,268,55
1585,2011,1,200000,1198,246,10
1586,2018,1,1575000,2179,91,348
1587,2015,1,600000,1498,310,199
1588,2016,1,720000,2523,204,182
1589,2012,1,158000,1396,228,95
1590,2018,1,1575000,2179,91,348
1591,2017,0,580000,1197,261,36
1592,2012,1,420000,2523,204,182
1593,2018,1,1200000,1497,48,294
1594,2018,1,350000,999,218,426
1595,2014,1,650000,1497,40,115
1596,2017,1,400000,998,219,424
1597,2018,1,700000,1497,25,278
1598,2017,1,520000,1197,262,50
1599,2012,1,450000,2179,45,287
1600,2017,1,850000,2179,84,300
1601,2017,1,350000,799,186,405
1602,2011,1,450000,2489,307,226
1603,2008,1,165000,1086,224,436
1604,2010,1,160000,1086,204,431
1605,2011,1,300000,2179,68,302
1606,2012,1,550000,2179,45,287
1607,2015,1,285000,998,220,424
1610,2018,1,900000,1462,7,98
1611,2005,1,180000,796,178,398
1612,2016,1,220000,814,189,407
1613,2013,1,120000,1248,242,174
1614,2010,1,220000,1197,255,19
1615,2013,1,420000,1248,249,200
1616,2013,1,160000,1405,230,94
1617,2015,1,250000,814,189,407
1618,2013,1,385000,1248,292,193
1619,2014,1,318000,998,221,424
1620,2018,1,480000,1197,261,36
1621,2015,1,330000,998,219,424
1622,2011,1,152000,1405,231,90
1623,2014,1,250000,796,180,400
1624,2011,1,248000,1405,231,90
1625,2011,1,300000,1198,246,10
1626,2017,1,550000,1197,260,48
1627,2016,1,650000,1396,290,221
1628,2017,1,445000,1197,262,50
1629,2010,1,450000,2494,5,187
1630,2016,1,600000,1493,0,241
1631,2014,1,495000,1461,23,249
1632,2011,0,220000,1586,11,114
1633,2011,0,260000,1586,11,114
1634,2009,1,150000,1086,204,431
1635,2011,1,200000,1399,223,139
1636,2018,1,1465000,2179,74,299
1638,2008,0,250000,1339,25,69
1639,2014,1,310000,2489,302,215
1640,2010,0,600000,2179,45,287
1641,2018,1,560000,1197,268,55
1642,2016,1,500000,1197,270,55
1643,2013,1,270000,1120,230,137
1644,2013,1,420000,1582,60,274
1645,2015,1,434999,1197,270,55
1646,2015,0,400000,1197,261,35
1647,2015,1,470000,1248,242,178
1648,2015,1,480000,1461,271,194
1649,2008,1,105000,1086,203,431
1650,2017,1,325000,1047,228,106
1652,2020,0,675000,1197,261,35
1653,2009,1,170000,1197,253,33
1654,2017,1,1250000,1582,57,275
1655,2012,1,600000,2354,125,228
1656,2014,1,819999,1498,311,193
1657,2016,1,650000,1197,260,48
